Original comparison	Species	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	A1	A2	A3	B1	B2	B3
50Vs0.5	yeast	P40363	>sp|P40363|SFGH_YEAST S-formylglutathione hydrolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL068C PE=1 SV=1	1	1	1	6.4	6.4	6.4	33.934	8.19E+06	7.30E+06	7.99E+06	8.62E+06	8.09E+06	9.59E+06
25Vs12.5	yeast	P21801	>sp|P21801|DHSB_YEAST Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDH2 PE=1 SV=1	1	1	1	4.5	4.5	4.5	30.231	3.06E+06	3.39E+06	4.35E+06		3.08E+06	3.85E+06
50Vs5	yeast	P15454	>sp|P15454|KGUA_YEAST Guanylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GUK1 PE=1 SV=2	6	6	6	35.3	35.3	35.3	20.637	9.29E+07	9.61E+07	9.10E+07	9.59E+07	1.01E+08	9.13E+07
50Vs0.5	yeast	P13188	>sp|P13188|SYQ_YEAST Glutamine--tRNA ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLN4 PE=1 SV=2	9	9	9	13	13	13	93.132	2.67E+07	2.75E+07	2.60E+07	2.31E+07	2.34E+07	2.69E+07
50Vs0.5	yeast	P40093	>sp|P40093|YEY6_YEAST UPF0160 protein YER156C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YER156C PE=1 SV=1	3	3	3	8.9	8.9	8.9	38.174	2.77E+07	2.52E+07	1.98E+07	2.22E+07	2.18E+07	2.18E+07
50Vs0.5	yeast	P53834	>sp|P53834|HCH1_YEAST Hsp90 co-chaperone HCH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HCH1 PE=1 SV=1	1	1	1	7.8	7.8	7.8	17.246	1.48E+07	1.43E+07	1.21E+07	1.08E+07	1.35E+07	1.34E+07
50Vs5	yeast	P0CX49;P0CX50	>sp|P0CX49|RL18A_YEAST 60S ribosomal protein L18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL18A PE=1 SV=1;>sp|P0CX50|RL18B_YEAST 60S ribosomal protein L18-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL18B PE=1 SV=1	7	7	7	34.9	34.9	34.9	20.563	2.55E+08	2.67E+08	2.40E+08	2.54E+08	2.63E+08	2.67E+08
50Vs5	yeast	P06780	>sp|P06780|RHO1_YEAST GTP-binding protein RHO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHO1 PE=1 SV=3	4	4	4	38.8	38.8	38.8	23.152	2.39E+07	2.36E+07	2.62E+07	3.10E+07	2.63E+07	3.04E+07
50Vs5	yeast	Q12164	>sp|Q12164|POM33_YEAST Pore membrane protein of 33 kDa OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POM33 PE=1 SV=1	1	1	1	4.7	4.7	4.7	32.186	3.97E+06	3.97E+06	4.09E+06			
50Vs5	yeast	Q07551	>sp|Q07551|KAR_YEAST NADPH-dependent alpha-keto amide reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDL124W PE=1 SV=1	5	5	5	27.9	27.9	27.9	35.56	6.47E+07	6.01E+07	6.24E+07	7.04E+07	7.54E+07	7.67E+07
50Vs0.5	yeast	P32891	>sp|P32891|DLD1_YEAST D-lactate dehydrogenase [cytochrome] 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DLD1 PE=1 SV=2	1	1	1	2.6	2.6	2.6	65.292	4.37E+06	3.71E+06	4.22E+06		4.51E+06	4.41E+06
25Vs12.5	yeast	Q2V2P9	>sp|Q2V2P9|YD19A_YEAST Uncharacterized protein YDR119W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR119W-A PE=2 SV=1	1	1	1	16.7	16.7	16.7	7.4516	3.38E+06	2.40E+06	3.59E+06		2.50E+06	3.05E+06
50Vs0.5	yeast	P06105	>sp|P06105|SC160_YEAST Protein SCP160 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCP160 PE=1 SV=3	8	8	8	7.4	7.4	7.4	134.81	2.31E+07	2.86E+07	2.65E+07	2.90E+07	3.16E+07	2.65E+07
25Vs12.5	yeast	P00815	>sp|P00815|HIS2_YEAST Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIS4 PE=1 SV=3	8	8	8	13.5	13.5	13.5	87.72	5.89E+07	5.77E+07	5.75E+07	6.19E+07	6.06E+07	5.93E+07
25Vs12.5	yeast	P02309	>sp|P02309|H4_YEAST Histone H4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HHF1 PE=1 SV=2	5	5	5	50.5	50.5	50.5	11.368	1.03E+08	1.27E+08	1.06E+08	1.01E+08	1.13E+08	1.18E+08
50Vs5	yeast	P15873	>sp|P15873|PCNA_YEAST Proliferating cell nuclear antigen OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POL30 PE=1 SV=1	8	8	8	36.8	36.8	36.8	28.916	5.20E+07	4.79E+07	4.87E+07	5.87E+07	6.02E+07	5.74E+07
50Vs0.5	yeast	P13517	>sp|P13517|CAPZB_YEAST F-actin-capping protein subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAP2 PE=1 SV=3	2	2	2	9.4	9.4	9.4	32.629	6.74E+06	8.04E+06	8.58E+06	8.30E+06	5.40E+06	7.92E+06
50Vs5	yeast	P00410	>sp|P00410|COX2_YEAST Cytochrome c oxidase subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX2 PE=1 SV=1	1	1	1	8	8	8	28.567	3.66E+06	4.15E+06	6.54E+06	4.22E+06	4.32E+06	5.93E+06
50Vs0.5	yeast	Q03690	>sp|Q03690|CLU_YEAST Clustered mitochondria protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CLU1 PE=1 SV=1	10	10	10	10.4	10.4	10.4	145.16	6.57E+07	7.02E+07	6.32E+07	6.96E+07	7.72E+07	7.52E+07
25Vs12.5	yeast	P17536	>sp|P17536|TPM1_YEAST Tropomyosin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPM1 PE=1 SV=1	7	7	7	48.2	48.2	48.2	23.54	6.93E+07	7.44E+07	7.47E+07	7.35E+07	8.00E+07	7.44E+07
25Vs12.5	yeast	P38061	>sp|P38061|RL32_YEAST 60S ribosomal protein L32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL32 PE=1 SV=1	6	6	6	40	40	40	14.771	1.30E+08	1.56E+08	1.40E+08	1.54E+08	1.55E+08	1.35E+08
50Vs0.5	yeast	P05756	>sp|P05756|RS13_YEAST 40S ribosomal protein S13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS13 PE=1 SV=3	6	6	6	35.1	35.1	35.1	17.029	2.14E+08	2.06E+08	2.06E+08	1.85E+08	1.94E+08	1.93E+08
50Vs5	yeast	A6ZZH2;P36060	>sp|A6ZZH2|MCR1_YEAS7 NADH-cytochrome b5 reductase 2 OS=Saccharomyces cerevisiae (strain YJM789) GN=MCR1 PE=3 SV=1;>sp|P36060|MCR1_YEAST NADH-cytochrome b5 reductase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCR1 PE=1 SV=1	2	2	2	8.3	8.3	8.3	34.107	3.25E+06	3.17E+06	3.37E+06		3.60E+06	3.81E+06
25Vs12.5	yeast	P23254	>sp|P23254|TKT1_YEAST Transketolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TKL1 PE=1 SV=4	20	20	20	33.5	33.5	33.5	73.805	6.36E+08	6.42E+08	6.33E+08	6.68E+08	6.57E+08	6.69E+08
50Vs0.5	yeast	P29311	>sp|P29311|BMH1_YEAST Protein BMH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BMH1 PE=1 SV=4	17	17	5	74.2	74.2	29.2	30.091	8.59E+07	8.94E+07	9.65E+07	1.09E+08	9.48E+07	9.96E+07
50Vs0.5	yeast	P50094	>sp|P50094|IMDH4_YEAST Inosine-5-monophosphate dehydrogenase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IMD4 PE=1 SV=1	8	2	2	21	4.4	4.4	56.393	4.06E+06	4.13E+06	4.12E+06		4.35E+06	4.60E+06
50Vs0.5	yeast	Q07551	>sp|Q07551|KAR_YEAST NADPH-dependent alpha-keto amide reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDL124W PE=1 SV=1	4	4	4	21.2	21.2	21.2	35.56	7.24E+07	7.11E+07	7.13E+07	7.87E+07	8.25E+07	7.84E+07
50Vs5	yeast	P06208	>sp|P06208|LEU1_YEAST 2-isopropylmalate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEU4 PE=1 SV=1	13	13	13	27.3	27.3	27.3	68.408	8.21E+07	7.86E+07	7.66E+07	8.64E+07	9.96E+07	9.58E+07
25Vs12.5	yeast	P38934	>sp|P38934|BFR1_YEAST Nuclear segregation protein BFR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BFR1 PE=1 SV=1	11	11	11	28.1	28.1	28.1	54.639	7.47E+07	7.23E+07	8.26E+07	7.22E+07	7.76E+07	7.82E+07
25Vs12.5	yeast	P38011	>sp|P38011|GBLP_YEAST Guanine nucleotide-binding protein subunit beta-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASC1 PE=1 SV=4	18	18	18	85.3	85.3	85.3	34.805	6.24E+08	6.66E+08	6.26E+08	6.71E+08	6.69E+08	6.60E+08
25Vs12.5	yeast	P48589	>sp|P48589|RS12_YEAST 40S ribosomal protein S12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS12 PE=1 SV=1	8	8	8	60.1	60.1	60.1	15.471	2.31E+08	2.40E+08	2.31E+08	2.26E+08	2.37E+08	2.34E+08
50Vs0.5	yeast	Q3E754	>sp|Q3E754|RS21B_YEAST 40S ribosomal protein S21-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS21B PE=1 SV=1	6	6	1	69	69	18.4	9.7597	4.07E+07	4.09E+07	3.97E+07	3.78E+07	4.91E+07	4.92E+07
50Vs5	yeast	P29952	>sp|P29952|MPI_YEAST Mannose-6-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PMI40 PE=1 SV=4	6	6	6	18.2	18.2	18.2	48.188	5.16E+07	5.03E+07	5.10E+07	5.21E+07	5.31E+07	5.24E+07
50Vs0.5	yeast	P47117	>sp|P47117|ARP3_YEAST Actin-related protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARP3 PE=1 SV=1	7	7	7	23.8	23.8	23.8	49.541	8.03E+07	7.46E+07	7.73E+07	8.17E+07	8.66E+07	9.03E+07
50Vs0.5	yeast	P03962	>sp|P03962|PYRF_YEAST Orotidine 5-phosphate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA3 PE=1 SV=2	8	8	8	36.7	36.7	36.7	29.239	4.69E+07	4.81E+07	4.91E+07	5.66E+07	5.21E+07	5.18E+07
50Vs5	yeast	P06787	>sp|P06787|CALM_YEAST Calmodulin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CMD1 PE=1 SV=1	5	5	5	44.9	44.9	44.9	16.135	5.85E+07	5.34E+07	5.72E+07	6.55E+07	6.43E+07	7.05E+07
50Vs5	yeast	Q03835;P32642	>sp|Q03835|GLRX3_YEAST Monothiol glutaredoxin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX3 PE=1 SV=1;>sp|P32642|GLRX4_YEAST Monothiol glutaredoxin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX4 PE=1 SV=1	1	1	1	2.8	2.8	2.8	32.481	2.42E+06	2.69E+06	3.28E+06	3.09E+06	3.28E+06	3.49E+06
50Vs5	yeast	P50095	>sp|P50095|IMDH3_YEAST Inosine-5-monophosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IMD3 PE=1 SV=1	10	10	4	31.2	31.2	14.5	56.584	1.85E+07	2.19E+07	1.60E+07	2.08E+07	2.50E+07	2.07E+07
50Vs5	yeast	P53912	>sp|P53912|YNN4_YEAST Uncharacterized protein YNL134C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNL134C PE=1 SV=1	8	8	7	29.3	29.3	27.4	41.164	1.23E+08	1.20E+08	1.18E+08	1.17E+08	1.33E+08	1.23E+08
50Vs0.5	yeast	P06787	>sp|P06787|CALM_YEAST Calmodulin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CMD1 PE=1 SV=1	4	4	4	37.4	37.4	37.4	16.135	5.99E+07	5.59E+07	5.88E+07	6.37E+07	6.48E+07	6.58E+07
50Vs0.5	yeast	P0CX25;P0CX26	>sp|P0CX25|RL43A_YEAST 60S ribosomal protein L43-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL43A PE=1 SV=1;>sp|P0CX26|RL43B_YEAST 60S ribosomal protein L43-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL43B PE=1 SV=1	5	5	5	51.1	51.1	51.1	10.091	4.48E+07	5.16E+07	4.99E+07	4.26E+07	4.62E+07	4.53E+07
25Vs12.5	yeast	P00549	>sp|P00549|KPYK1_YEAST Pyruvate kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC19 PE=1 SV=2	41	41	41	85.6	85.6	85.6	54.544	6.82E+09	7.03E+09	6.83E+09	7.15E+09	7.24E+09	7.19E+09
50Vs5	yeast	P38934	>sp|P38934|BFR1_YEAST Nuclear segregation protein BFR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BFR1 PE=1 SV=1	10	10	10	22.1	22.1	22.1	54.639	7.47E+07	7.40E+07	7.87E+07	7.61E+07	8.02E+07	7.82E+07
50Vs5	yeast	P15703	>sp|P15703|BGL2_YEAST Glucan 1,3-beta-glucosidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BGL2 PE=1 SV=1	6	6	6	24.9	24.9	24.9	34.118	1.23E+08	1.14E+08	1.09E+08	1.26E+08	1.45E+08	1.38E+08
50Vs5	yeast	P25294	>sp|P25294|SIS1_YEAST Protein SIS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIS1 PE=1 SV=1	6	6	6	24.1	24.1	24.1	37.59	5.70E+07	5.59E+07	5.47E+07	6.30E+07	6.52E+07	7.04E+07
50Vs0.5	yeast	P36008	>sp|P36008|EF1G2_YEAST Elongation factor 1-gamma 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TEF4 PE=1 SV=1	15	15	13	36.4	36.4	34	46.52	3.68E+08	3.67E+08	3.64E+08	3.39E+08	3.39E+08	3.31E+08
50Vs0.5	yeast	P53303	>sp|P53303|ZPR1_YEAST Zinc finger protein ZPR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZPR1 PE=1 SV=1	4	4	4	13.4	13.4	13.4	55.071	3.26E+07	3.11E+07	3.14E+07	3.40E+07	3.34E+07	3.85E+07
50Vs5	yeast	Q3E754	>sp|Q3E754|RS21B_YEAST 40S ribosomal protein S21-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS21B PE=1 SV=1	6	6	1	69	69	18.4	9.7597	3.53E+07	3.56E+07	3.46E+07	4.19E+07	3.92E+07	4.40E+07
25Vs12.5	yeast	Q12458	>sp|Q12458|YPR1_YEAST Putative reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR1 PE=1 SV=1	7	7	5	27.9	27.9	20.5	34.755	3.35E+07	3.04E+07	3.58E+07	3.21E+07	3.36E+07	3.32E+07
50Vs0.5	yeast	Q07505	>sp|Q07505|DLHH_YEAST Putative carboxymethylenebutenolidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDL086W PE=1 SV=1	4	4	4	23.1	23.1	23.1	30.837	2.22E+07	2.97E+07	2.90E+07	1.98E+07	2.35E+07	3.18E+07
50Vs0.5	yeast	P38074	>sp|P38074|HMT1_YEAST HNRNP arginine N-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HMT1 PE=1 SV=1	2	2	2	10.6	10.6	10.6	39.786	1.72E+07	8.98E+06	1.63E+07	1.51E+07	1.61E+07	1.42E+07
50Vs0.5	yeast	P07342	>sp|P07342|ILVB_YEAST Acetolactate synthase catalytic subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV2 PE=1 SV=1	6	6	6	13.4	13.4	13.4	74.936	7.00E+07	6.91E+07	6.10E+07	7.55E+07	7.06E+07	7.58E+07
50Vs0.5	yeast	Q08977	>sp|Q08977|YP260_YEAST UPF0662 protein YPL260W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL260W PE=1 SV=1	7	7	7	19.2	19.2	19.2	62.779	5.97E+07	5.68E+07	5.99E+07	6.60E+07	6.38E+07	6.60E+07
50Vs5	yeast	P00950	>sp|P00950|PMG1_YEAST Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPM1 PE=1 SV=3	15	15	15	72.9	72.9	72.9	27.608	2.81E+09	2.76E+09	2.71E+09	3.03E+09	3.36E+09	3.41E+09
50Vs5	yeast	Q9ZZX7	>sp|Q9ZZX7|Q0032_YEAST Putative uncharacterized protein Q0032, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=Q0032 PE=5 SV=1	2	2	2	12.5	12.5	12.5	12.471	5.21E+06	5.27E+06	4.92E+06	6.25E+06	6.06E+06	5.89E+06
50Vs5	yeast	P07256	>sp|P07256|QCR1_YEAST Cytochrome b-c1 complex subunit 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COR1 PE=1 SV=1	10	10	10	29.8	29.8	29.8	50.227	7.19E+07	6.06E+07	6.90E+07	7.49E+07	6.37E+07	6.95E+07
50Vs0.5	yeast	P00931	>sp|P00931|TRP_YEAST Tryptophan synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRP5 PE=1 SV=1	12	12	12	23.3	23.3	23.3	76.625	1.68E+08	1.75E+08	1.71E+08	1.91E+08	1.97E+08	1.82E+08
50Vs5	yeast	P38013	>sp|P38013|AHP1_YEAST Peroxiredoxin type-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AHP1 PE=1 SV=4	9	9	9	80.7	80.7	80.7	19.114	1.24E+09	1.42E+09	1.33E+09	1.54E+09	1.56E+09	1.61E+09
50Vs5	yeast	P23180	>sp|P23180|AIM17_YEAST Probable oxidoreductase AIM17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM17 PE=1 SV=2	2	2	2	5.2	5.2	5.2	53.134	2.09E+07	1.97E+07	2.04E+07	2.11E+07	2.09E+07	2.10E+07
50Vs0.5	yeast	P32642;Q03835	>sp|P32642|GLRX4_YEAST Monothiol glutaredoxin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX4 PE=1 SV=1;>sp|Q03835|GLRX3_YEAST Monothiol glutaredoxin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX3 PE=1 SV=1	2	2	2	6.1	6.1	6.1	27.493	2.78E+06	3.09E+06	3.76E+06	3.00E+06	2.77E+06	3.04E+06
25Vs12.5	yeast	P0CX39;P0CX40	>sp|P0CX39|RS8A_YEAST 40S ribosomal protein S8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS8A PE=1 SV=1;>sp|P0CX40|RS8B_YEAST 40S ribosomal protein S8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS8B PE=1 SV=1	8	8	8	43.5	43.5	43.5	22.489	2.19E+08	2.34E+08	2.12E+08	2.16E+08	2.24E+08	2.20E+08
25Vs12.5	yeast	P32476	>sp|P32476|ERG1_YEAST Squalene monooxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG1 PE=1 SV=2	3	3	3	5.6	5.6	5.6	55.125	9.02E+06	1.12E+07	1.43E+07	1.16E+07	1.24E+07	1.13E+07
25Vs12.5	yeast	Q03940	>sp|Q03940|RUVB1_YEAST RuvB-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RVB1 PE=1 SV=1	5	5	5	13.8	13.8	13.8	50.452	1.38E+07	1.37E+07	1.38E+07	1.49E+07	1.55E+07	1.28E+07
50Vs5	yeast	P40054	>sp|P40054|SERA_YEAST D-3-phosphoglycerate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SER3 PE=1 SV=1	10	10	10	28.8	28.8	28.8	51.193	8.30E+07	8.13E+07	7.91E+07	8.78E+07	7.99E+07	8.43E+07
50Vs0.5	yeast	Q03219	>sp|Q03219|YM44_YEAST Uncharacterized protein YMR178W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR178W PE=1 SV=1	2	2	2	8.8	8.8	8.8	31.144	2.41E+07	2.94E+07	2.72E+07	2.10E+07	2.72E+07	2.62E+07
50Vs0.5	yeast	P36135;A7A003;B3LRC2;B5VMJ0	>sp|P36135|UTH1_YEAST Protein UTH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTH1 PE=1 SV=2;>sp|A7A003|UTH1_YEAS7 Protein UTH1 OS=Saccharomyces cerevisiae (strain YJM789) GN=UTH1 PE=3 SV=2;>sp|B3LRC2|UTH1_YEAS1 Protein UTH1 OS=Saccharomyc	3	3	3	8.2	8.2	8.2	36.955	3.36E+07	3.17E+07	3.28E+07	3.61E+07	3.49E+07	3.77E+07
50Vs5	yeast	P43588	>sp|P43588|RPN11_YEAST 26S proteasome regulatory subunit RPN11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN11 PE=1 SV=1	3	3	3	12.7	12.7	12.7	34.398	9.40E+06	8.44E+06	8.33E+06	9.30E+06	1.16E+07	1.00E+07
50Vs5	yeast	P40482	>sp|P40482|SEC24_YEAST Protein transport protein SEC24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC24 PE=1 SV=1	4	4	4	6	6	6	103.63	9.74E+06	9.74E+06	7.08E+06	9.79E+06	1.08E+07	1.05E+07
50Vs0.5	yeast	P32860	>sp|P32860|NFU1_YEAST NifU-like protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NFU1 PE=1 SV=2	1	1	1	4.3	4.3	4.3	29.174	1.52E+06	2.29E+06	2.28E+06		1.51E+06	1.48E+06
50Vs0.5	yeast	P53691	>sp|P53691|PPID_YEAST Peptidyl-prolyl cis-trans isomerase CPR6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPR6 PE=1 SV=1	6	6	6	25.6	25.6	25.6	42.071	1.02E+08	1.05E+08	1.07E+08	1.20E+08	1.15E+08	1.12E+08
50Vs5	yeast	P38206	>sp|P38206|RFT1_YEAST Oligosaccharide translocation protein RFT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFT1 PE=1 SV=1	2	2	2	4.2	4.2	4.2	66.21	2.49E+06	2.93E+06	3.61E+06		2.53E+06	2.72E+06
50Vs5	yeast	P57744	>sp|P57744|TIM8_YEAST Mitochondrial import inner membrane translocase subunit TIM8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM8 PE=1 SV=1	2	2	2	33.3	33.3	33.3	9.7638	2.44E+06	3.84E+06	3.90E+06	3.62E+06		
50Vs5	yeast	P40525;P87262	>sp|P40525|RL34B_YEAST 60S ribosomal protein L34-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL34B PE=1 SV=1;>sp|P87262|RL34A_YEAST 60S ribosomal protein L34-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL34A PE=1 SV=1	2	2	2	12.4	12.4	12.4	13.641	7.31E+07	7.83E+07	8.02E+07	7.82E+07	8.09E+07	8.07E+07
50Vs0.5	yeast	P22133	>sp|P22133|MDHC_YEAST Malate dehydrogenase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDH2 PE=1 SV=2	7	7	7	21.2	21.2	21.2	40.73	9.16E+07	9.64E+07	8.83E+07	8.28E+07	8.73E+07	8.48E+07
50Vs0.5	yeast	P38972	>sp|P38972|PUR4_YEAST Phosphoribosylformylglycinamidine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE6 PE=1 SV=2	14	14	14	13.5	13.5	13.5	148.9	4.05E+07	3.41E+07	3.37E+07	3.76E+07	3.98E+07	4.20E+07
50Vs5	yeast	P22515	>sp|P22515|UBA1_YEAST Ubiquitin-activating enzyme E1 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBA1 PE=1 SV=2	15	15	15	24	24	24	114.26	1.42E+08	1.34E+08	1.41E+08	1.53E+08	1.76E+08	1.64E+08
50Vs5	yeast	Q07648	>sp|Q07648|DTD_YEAST D-tyrosyl-tRNA(Tyr) deacylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DTD1 PE=1 SV=1	1	1	1	7.3	7.3	7.3	16.745	2.16E+06	2.89E+06	2.46E+06		1.91E+06	2.12E+06
50Vs0.5	yeast	P05739	>sp|P05739|RL6B_YEAST 60S ribosomal protein L6-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL6B PE=1 SV=4	9	3	3	51.1	20.5	20.5	19.986	6.85E+07	6.55E+07	5.35E+07	6.64E+07	6.77E+07	7.21E+07
50Vs0.5	yeast	P32608	>sp|P32608|RTG2_YEAST Retrograde regulation protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTG2 PE=1 SV=2	2	2	2	4.9	4.9	4.9	65.571	3.77E+06	3.62E+06	3.89E+06		3.96E+06	3.77E+06
25Vs12.5	yeast	P28777	>sp|P28777|AROC_YEAST Chorismate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARO2 PE=1 SV=1	4	4	4	16	16	16	40.838	3.36E+07	3.25E+07	3.34E+07	3.49E+07	3.39E+07	3.48E+07
50Vs0.5	yeast	P07991	>sp|P07991|OAT_YEAST Ornithine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAR2 PE=1 SV=2	1	1	1	3.3	3.3	3.3	46.085	4.77E+06	5.34E+06	4.87E+06		5.64E+06	6.18E+06
50Vs0.5	yeast	Q06494	>sp|Q06494|PLR1_YEAST Putative pyridoxal reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR127W PE=1 SV=1	2	2	2	6.4	6.4	6.4	38.6	1.76E+06	2.20E+06	1.99E+06	1.94E+06	1.82E+06	1.72E+06
